Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 46, 34657, 0, 110, 8550
0, 47, 35128, 0, 110, 8550
0, 48, 34651, 0, 110, 8550
0, 49, 34891, 0, 110, 8550
0, 50, 35508, 0, 110, 8550
0, 51, 35207, 0, 110, 8550
0, 52, 34777, 0, 110, 8550
0, 53, 34781, 0, 110, 8550
0, 54, 35210, 0, 110, 8550
0, 55, 34817, 0, 110, 8550
0, 56, 34404, 0, 110, 8550
0, 57, 34258, 0, 110, 8550
0, 58, 35191, 0, 110, 8550
0, 59, 35190, 0, 110, 8550
0, 60, 34767, 0, 110, 8550
0, 0, 0, 34789
2000, 1, 44108, 0, 134, 8526
0, 2, 45878, 0, 134, 8526
0, 3, 45509, 0, 134, 8526
0, 4, 45516, 0, 134, 8526
0, 5, 45633, 0, 134, 8526
0, 6, 45613, 0, 134, 8526
0, 7, 45636, 0, 134, 8526
0, 8, 45449, 0, 134, 8526
0, 9, 45989, 0, 134, 8526
0, 10, 45549, 0, 134, 8526
0, 11, 45382, 0, 134, 8526
0, 12, 45526, 0, 134, 8526
0, 13, 46176, 0, 134, 8526
0, 14, 45788, 0, 134, 8526
0, 15, 45523, 0, 134, 8526
0, 16, 45708, 0, 134, 8526
0, 17, 46010, 0, 134, 8526
0, 18, 45570, 0, 134, 8526
0, 19, 45479, 0, 134, 8526
0, 20, 46063, 0, 134, 8526
0, 21, 45913, 0, 134, 8526
0, 22, 45300, 0, 134, 8526
0, 23, 45574, 0, 134, 8526
0, 24, 45899, 0, 134, 8526
0, 25, 46037, 0, 134, 8526
0, 26, 45311, 0, 134, 8526
0, 27, 45686, 0, 134, 8526
0, 28, 45952, 0, 134, 8526
0, 29, 45363, 0, 134, 8526
0, 30, 45565, 0, 134, 8526
0, 31, 45669, 0, 134, 8526
0, 32, 45795, 0, 134, 8526
0, 33, 45292, 0, 134, 8526
0, 34, 45615, 0, 134, 8526
0, 35, 45659, 0, 134, 8526
0, 36, 45746, 0, 134, 8526
0, 37, 45705, 0, 134, 8526
0, 38, 45591, 0, 134, 8526
0, 39, 45609, 0, 134, 8526
0, 40, 45765, 0, 134, 8526
0, 41, 45678, 0, 134, 8526
0, 42, 45690, 0, 134, 8526
0, 43, 45701, 0, 134, 8526
0, 44, 48411, 0, 134, 8526
0, 45, 45650, 0, 134, 8526
0, 46, 45312, 0, 134, 8526
0, 47, 45790, 0, 134, 8526
0, 48, 45939, 0, 134, 8526
0, 49, 45526, 0, 134, 8526
0, 50, 45458, 0, 134, 8526
0, 51, 45625, 0, 134, 8526
0, 52, 45923, 0, 134, 8526
0, 53, 45448, 0, 134, 8526
0, 54, 45425, 0, 134, 8526
0, 55, 46097, 0, 134, 8526
0, 56, 45877, 0, 134, 8526
0, 57, 45131, 0, 134, 8526
0, 58, 45687, 0, 134, 8526
0, 59, 45933, 0, 134, 8526
0, 60, 45779, 0, 134, 8526
0, 0, 0, 45687
2500, 1, 55080, 0, 152, 8508
0, 2, 56055, 0, 152, 8508
