Filter, ID, Time_ms, Average_time, Memory_used_MiB, Memory_free_MiB
500, 1, 13, 0, 58, 39852
0, 2, 12, 0, 58, 39852
0, 3, 12, 0, 58, 39852
0, 4, 12, 0, 58, 39852
0, 5, 12, 0, 58, 39852
0, 6, 12, 0, 58, 39852
0, 7, 12, 0, 58, 39852
0, 8, 12, 0, 58, 39852
0, 9, 12, 0, 58, 39852
0, 10, 12, 0, 58, 39852
0, 11, 12, 0, 58, 39852
0, 12, 12, 0, 58, 39852
0, 13, 12, 0, 58, 39852
0, 14, 12, 0, 58, 39852
0, 15, 12, 0, 58, 39852
0, 16, 12, 0, 58, 39852
0, 17, 12, 0, 58, 39852
0, 18, 12, 0, 58, 39852
0, 19, 12, 0, 58, 39852
0, 20, 12, 0, 58, 39852
0, 21, 12, 0, 58, 39852
0, 22, 12, 0, 58, 39852
0, 23, 12, 0, 58, 39852
0, 24, 12, 0, 58, 39852
0, 25, 12, 0, 58, 39852
0, 26, 12, 0, 58, 39852
0, 27, 12, 0, 58, 39852
0, 28, 12, 0, 58, 39852
0, 29, 12, 0, 58, 39852
0, 30, 12, 0, 58, 39852
0, 0, 0, 12
1000, 1, 14, 0, 84, 39826
0, 2, 13, 0, 84, 39826
0, 3, 13, 0, 84, 39826
0, 4, 13, 0, 84, 39826
0, 5, 13, 0, 84, 39826
0, 6, 13, 0, 84, 39826
0, 7, 13, 0, 84, 39826
0, 8, 13, 0, 84, 39826
0, 9, 13, 0, 84, 39826
0, 10, 13, 0, 84, 39826
0, 11, 13, 0, 84, 39826
0, 12, 13, 0, 84, 39826
0, 13, 13, 0, 84, 39826
0, 14, 13, 0, 84, 39826
0, 15, 13, 0, 84, 39826
0, 16, 13, 0, 84, 39826
0, 17, 13, 0, 84, 39826
0, 18, 13, 0, 84, 39826
0, 19, 13, 0, 84, 39826
0, 20, 13, 0, 84, 39826
0, 21, 13, 0, 84, 39826
0, 22, 13, 0, 84, 39826
0, 23, 13, 0, 84, 39826
0, 24, 13, 0, 84, 39826
0, 25, 13, 0, 84, 39826
0, 26, 13, 0, 84, 39826
0, 27, 13, 0, 84, 39826
0, 28, 13, 0, 84, 39826
0, 29, 13, 0, 84, 39826
0, 30, 13, 0, 84, 39826
0, 0, 0, 13
1500, 1, 23, 0, 106, 39804
0, 2, 14, 0, 106, 39804
0, 3, 14, 0, 106, 39804
0, 4, 14, 0, 106, 39804
0, 5, 14, 0, 106, 39804
0, 6, 14, 0, 106, 39804
0, 7, 14, 0, 106, 39804
0, 8, 14, 0, 106, 39804
0, 9, 14, 0, 106, 39804
0, 10, 14, 0, 106, 39804
0, 11, 14, 0, 106, 39804
0, 12, 14, 0, 106, 39804
0, 13, 14, 0, 106, 39804
0, 14, 15, 0, 106, 39804
0, 15, 14, 0, 106, 39804
0, 16, 14, 0, 106, 39804
0, 17, 14, 0, 106, 39804
0, 18, 14, 0, 106, 39804
0, 19, 14, 0, 106, 39804
0, 20, 14, 0, 106, 39804
0, 21, 14, 0, 106, 39804
0, 22, 14, 0, 106, 39804
0, 23, 14, 0, 106, 39804
0, 24, 14, 0, 106, 39804
0, 25, 14, 0, 106, 39804
0, 26, 14, 0, 106, 39804
0, 27, 14, 0, 106, 39804
0, 28, 14, 0, 106, 39804
0, 29, 14, 0, 106, 39804
0, 30, 14, 0, 106, 39804
0, 0, 0, 14
2000, 1, 15, 0, 130, 39780
0, 2, 20, 0, 130, 39780
0, 3, 15, 0, 130, 39780
0, 4, 15, 0, 130, 39780
0, 5, 15, 0, 130, 39780
0, 6, 15, 0, 130, 39780
0, 7, 15, 0, 130, 39780
0, 8, 15, 0, 130, 39780
0, 9, 15, 0, 130, 39780
0, 10, 15, 0, 130, 39780
0, 11, 15, 0, 130, 39780
0, 12, 15, 0, 130, 39780
0, 13, 15, 0, 130, 39780
0, 14, 15, 0, 130, 39780
0, 15, 15, 0, 130, 39780
0, 16, 15, 0, 130, 39780
0, 17, 15, 0, 130, 39780
0, 18, 15, 0, 130, 39780
0, 19, 15, 0, 130, 39780
0, 20, 15, 0, 130, 39780
0, 21, 15, 0, 130, 39780
0, 22, 15, 0, 130, 39780
0, 23, 15, 0, 130, 39780
0, 24, 15, 0, 130, 39780
0, 25, 15, 0, 130, 39780
0, 26, 15, 0, 130, 39780
0, 27, 15, 0, 130, 39780
0, 28, 15, 0, 130, 39780
0, 29, 15, 0, 130, 39780
0, 30, 15, 0, 130, 39780
0, 0, 0, 15
2500, 1, 16, 0, 152, 39758
0, 2, 16, 0, 152, 39758
0, 3, 16, 0, 152, 39758
0, 4, 16, 0, 152, 39758
0, 5, 16, 0, 152, 39758
0, 6, 16, 0, 152, 39758
0, 7, 16, 0, 152, 39758
0, 8, 16, 0, 152, 39758
0, 9, 16, 0, 152, 39758
0, 10, 16, 0, 152, 39758
0, 11, 16, 0, 152, 39758
0, 12, 16, 0, 152, 39758
0, 13, 16, 0, 152, 39758
0, 14, 16, 0, 152, 39758
0, 15, 16, 0, 152, 39758
0, 16, 16, 0, 152, 39758
0, 17, 16, 0, 152, 39758
0, 18, 16, 0, 152, 39758
0, 19, 16, 0, 152, 39758
0, 20, 16, 0, 152, 39758
0, 21, 16, 0, 152, 39758
0, 22, 16, 0, 152, 39758
0, 23, 16, 0, 152, 39758
0, 24, 16, 0, 152, 39758
0, 25, 16, 0, 152, 39758
0, 26, 16, 0, 152, 39758
0, 27, 16, 0, 152, 39758
0, 28, 16, 0, 152, 39758
0, 29, 16, 0, 152, 39758
0, 30, 16, 0, 152, 39758
0, 0, 0, 16
3000, 1, 17, 0, 172, 39738
0, 2, 17, 0, 172, 39738
0, 3, 16, 0, 172, 39738
0, 4, 16, 0, 172, 39738
0, 5, 16, 0, 172, 39738
0, 6, 17, 0, 172, 39738
0, 7, 28, 0, 172, 39738
0, 8, 16, 0, 172, 39738
0, 9, 16, 0, 172, 39738
0, 10, 16, 0, 172, 39738
0, 11, 16, 0, 172, 39738
0, 12, 16, 0, 172, 39738
0, 13, 16, 0, 172, 39738
0, 14, 16, 0, 172, 39738
0, 15, 16, 0, 172, 39738
0, 16, 16, 0, 172, 39738
0, 17, 17, 0, 172, 39738
0, 18, 16, 0, 172, 39738
0, 19, 16, 0, 172, 39738
0, 20, 16, 0, 172, 39738
0, 21, 17, 0, 172, 39738
0, 22, 17, 0, 172, 39738
0, 23, 16, 0, 172, 39738
0, 24, 16, 0, 172, 39738
0, 25, 16, 0, 172, 39738
0, 26, 16, 0, 172, 39738
0, 27, 16, 0, 172, 39738
0, 28, 17, 0, 172, 39738
0, 29, 16, 0, 172, 39738
0, 30, 16, 0, 172, 39738
0, 0, 0, 17
3500, 1, 18, 0, 194, 39716
0, 2, 17, 0, 194, 39716
0, 3, 17, 0, 194, 39716
0, 4, 17, 0, 194, 39716
0, 5, 17, 0, 194, 39716
0, 6, 17, 0, 194, 39716
0, 7, 17, 0, 194, 39716
