Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 46, 1099, 0, 14, 8647
0, 47, 1121, 0, 14, 8647
0, 48, 1099, 0, 14, 8647
0, 49, 1098, 0, 14, 8647
0, 50, 1097, 0, 14, 8647
0, 51, 1110, 0, 14, 8647
0, 52, 1151, 0, 14, 8647
0, 53, 1098, 0, 14, 8647
0, 54, 1092, 0, 14, 8647
0, 55, 1095, 0, 14, 8647
0, 56, 1098, 0, 14, 8647
0, 57, 1095, 0, 14, 8647
0, 58, 1098, 0, 14, 8647
0, 59, 1095, 0, 14, 8647
0, 60, 1094, 0, 14, 8647
0, 0, 0, 1110
4, 1, 1077, 0, 14, 8647
0, 2, 1104, 0, 14, 8647
0, 3, 1092, 0, 14, 8647
0, 4, 1097, 0, 14, 8647
0, 5, 1119, 0, 14, 8647
0, 6, 1116, 0, 14, 8647
0, 7, 1154, 0, 14, 8647
0, 8, 1086, 0, 14, 8647
0, 9, 1099, 0, 14, 8647
0, 10, 1087, 0, 14, 8647
0, 11, 1117, 0, 14, 8647
0, 12, 1111, 0, 14, 8647
0, 13, 1090, 0, 14, 8647
0, 14, 1083, 0, 14, 8647
0, 15, 1086, 0, 14, 8647
0, 16, 1086, 0, 14, 8647
0, 17, 1085, 0, 14, 8647
0, 18, 1112, 0, 14, 8647
0, 19, 1084, 0, 14, 8647
0, 20, 1111, 0, 14, 8647
0, 21, 1113, 0, 14, 8647
0, 22, 1351, 0, 14, 8647
0, 23, 1114, 0, 14, 8647
0, 24, 1084, 0, 14, 8647
0, 25, 1085, 0, 14, 8647
0, 26, 1083, 0, 14, 8647
0, 27, 1099, 0, 14, 8647
0, 28, 1083, 0, 14, 8647
0, 29, 1083, 0, 14, 8647
0, 30, 1104, 0, 14, 8647
0, 31, 1119, 0, 14, 8647
0, 32, 1083, 0, 14, 8647
0, 33, 1082, 0, 14, 8647
0, 34, 1087, 0, 14, 8647
0, 35, 1088, 0, 14, 8647
0, 36, 1083, 0, 14, 8647
0, 37, 1349, 0, 14, 8647
0, 38, 1088, 0, 14, 8647
0, 39, 1082, 0, 14, 8647
0, 40, 1100, 0, 14, 8647
0, 41, 1087, 0, 14, 8647
0, 42, 1079, 0, 14, 8647
0, 43, 1083, 0, 14, 8647
0, 44, 1084, 0, 14, 8647
0, 45, 1113, 0, 14, 8647
0, 46, 1083, 0, 14, 8647
0, 47, 1088, 0, 14, 8647
0, 48, 1083, 0, 14, 8647
0, 49, 1139, 0, 14, 8647
0, 50, 1087, 0, 14, 8647
0, 51, 1081, 0, 14, 8647
0, 52, 1329, 0, 14, 8647
0, 53, 1081, 0, 14, 8647
0, 54, 1084, 0, 14, 8647
0, 55, 1085, 0, 14, 8647
0, 56, 1097, 0, 14, 8647
0, 57, 1081, 0, 14, 8647
0, 58, 1083, 0, 14, 8647
0, 59, 1084, 0, 14, 8647
0, 60, 1106, 0, 14, 8647
0, 0, 0, 1107
5, 1, 1065, 0, 14, 8647
0, 2, 1106, 0, 14, 8647
0, 3, 1099, 0, 14, 8647
0, 4, 1093, 0, 14, 8647
0, 5, 1092, 0, 14, 8647
0, 6, 1095, 0, 14, 8647
0, 7, 1328, 0, 14, 8647
0, 8, 1095, 0, 14, 8647
0, 9, 1093, 0, 14, 8647
0, 10, 1091, 0, 14, 8647
0, 11, 1091, 0, 14, 8647
0, 12, 1093, 0, 14, 8647
0, 13, 1092, 0, 14, 8647
0, 14, 1090, 0, 14, 8647
0, 15, 1083, 0, 14, 8647
0, 16, 1085, 0, 14, 8647
0, 17, 1107, 0, 14, 8647
0, 18, 1081, 0, 14, 8647
0, 19, 1098, 0, 14, 8647
0, 20, 1082, 0, 14, 8647
0, 21, 1090, 0, 14, 8647
0, 22, 1094, 0, 14, 8647
0, 23, 1123, 0, 14, 8647
0, 24, 1084, 0, 14, 8647
0, 25, 1083, 0, 14, 8647
0, 26, 1102, 0, 14, 8647
0, 27, 1180, 0, 14, 8647
0, 28, 1277, 0, 14, 8647
0, 29, 1174, 0, 14, 8647
0, 30, 1115, 0, 14, 8647
0, 31, 1095, 0, 14, 8647
0, 32, 1102, 0, 14, 8647
0, 33, 1104, 0, 14, 8647
0, 34, 1071, 0, 14, 8647
0, 35, 1079, 0, 14, 8647
0, 36, 1063, 0, 14, 8647
0, 37, 1305, 0, 14, 8647
0, 38, 1059, 0, 14, 8647
0, 39, 1062, 0, 14, 8647
0, 40, 1057, 0, 14, 8647
0, 41, 1059, 0, 14, 8647
0, 42, 1057, 0, 14, 8647
0, 43, 1069, 0, 14, 8647
0, 44, 1059, 0, 14, 8647
0, 45, 1055, 0, 14, 8647
0, 46, 1058, 0, 14, 8647
0, 47, 1060, 0, 14, 8647
0, 48, 1060, 0, 14, 8647
0, 49, 1060, 0, 14, 8647
0, 50, 1059, 0, 14, 8647
0, 51, 1059, 0, 14, 8647
0, 52, 1155, 0, 14, 8647
0, 53, 1139, 0, 14, 8647
0, 54, 1074, 0, 14, 8647
0, 55, 1066, 0, 14, 8647
0, 56, 1063, 0, 14, 8647
0, 57, 1059, 0, 14, 8647
0, 58, 1057, 0, 14, 8647
0, 59, 1052, 0, 14, 8647
0, 60, 1053, 0, 14, 8647
0, 0, 0, 1096
6, 1, 1036, 0, 14, 8647
0, 2, 1050, 0, 14, 8647
0, 3, 1048, 0, 14, 8647
0, 4, 1050, 0, 14, 8647
0, 5, 1057, 0, 14, 8647
0, 6, 1045, 0, 14, 8647
0, 7, 1045, 0, 14, 8647
0, 8, 1058, 0, 14, 8647
0, 9, 1104, 0, 14, 8647
0, 10, 1043, 0, 14, 8647
0, 11, 1067, 0, 14, 8647
0, 12, 1045, 0, 14, 8647
0, 13, 1050, 0, 14, 8647
0, 14, 1045, 0, 14, 8647
0, 15, 1044, 0, 14, 8647
0, 16, 1048, 0, 14, 8647
0, 17, 1044, 0, 14, 8647
0, 18, 1046, 0, 14, 8647
0, 19, 1048, 0, 14, 8647
0, 20, 1047, 0, 14, 8647
0, 21, 1047, 0, 14, 8647
0, 22, 1047, 0, 14, 8647
0, 23, 1046, 0, 14, 8647
0, 24, 1233, 0, 14, 8647
0, 25, 1044, 0, 14, 8647
0, 26, 1045, 0, 14, 8647
